Distance,Year,Color,MotorState,ChassisState,Guarantee,GearboxModel,PaymentMode,Price
۳۱٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۲۴۰٬۰۰۰,1390,سرمه‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,نقدی
۶۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی
۱۳۲٬۰۰۰,1390,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۵۷٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,دنده‌ای,نقدی
۴۰٬۰۰۰,1398,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۳۰٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۶۰٬۰۰۰,2017,قرمز,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۱۸۰٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی
۲۳٬۰۰۰,1397,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۳۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,اتوماتیک,نقدی
۲۵۰٬۰۰۰,1387,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۹۰٬۰۰۰,1399,سفید صدفی,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای
۹۲٬۵۰۰,1396,سفید,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۱ ماه,دنده‌ای,نقدی
۴۵۰٬۰۰۰,1383,طوسی,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی
۶۴٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۱۰۴٬۰۰۰,1393,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۳۵۰٬۰۰۰,1392,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,"نقدی, قابل معاوضه"
۴۵٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۶۴٬۰۰۰,2016,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,نقدی
۳۷۰٬۰۰۰,1388,نوک‌مدادی,سالم,ضربه‌خورده,دوررنگ,۴ ماه,دنده‌ای,نقدی
۸۲٬۰۰۰,2017,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,اتوماتیک,نقدی
۱۶٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۱۱۰٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,نقدی
۲۵۰٬۰۰۰,1379,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۱۳٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۳۴۰٬۰۰۰,1385,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۲۰٬۰۰۰,2017,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,اتوماتیک,نقدی
۴۵٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,اتوماتیک,نقدی
۱۰۷٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۲۱٬۰۰۰,1382,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,۸۹۰٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,۵۵۰٬۰۰۰٬۰۰۰ تومان
۷۷٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,۱۳۶٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی,۳۰۰٬۰۰۰٬۰۰۰ تومان
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی
۶۳٬۰۰۰,2016,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۴۰٬۰۰۰,2014,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۶۹٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,دنده‌ای,نقدی,توافقی
۱۷۵٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۱۶۰٬۰۰۰,1381,بژ,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۱۱۵٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۲۲۸٬۰۰۰,1393,آبی,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۱۶۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۱۰٬۰۰۰,1379,سفید,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,دنده‌ای,نقدی
۲۷٬۵۰۰,1400,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۱۳۰٬۰۰۰,1394,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,۲۴۳٬۰۰۰٬۰۰۰ تومان
۴۰۰٬۰۰۰,1389,زرد,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,2006,آبی,سالم,ضربه‌خورده,تصادفی,۲ ماه,دنده‌ای,نقدی
۰,1401,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۷۰٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۸۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۳۶۵٬۲۴۸,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی
۵۳٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۳۰٬۰۰۰,1386,سفید,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای
۲۱۰٬۰۰۰,1383,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,دنده‌ای,نقدی,۱۱۰٬۰۰۰٬۰۰۰ تومان
۲۶۰٬۰۰۰,1391,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,دنده‌ای,نقدی
۱۱۲٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,اتوماتیک,نقدی و قسطی
۱۸۰٬۰۰۰,1392,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۱۹٬۱۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی
۲۸۰٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۷ ماه,دنده‌ای,نقدی
۳۰۰٬۰۰۰,1384,دلفینی,سالم,رنگ‌شده,ضربه‌خورده,دوررنگ,۱۰ ماه,دنده‌ای
۱۸۰٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی
۸۶٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۶٬۵۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۱۴۸٬۰۰۰,1396,سفید صدفی,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,۱۵۸٬۰۰۰٬۰۰۰ تومان
۱۵۶٬۰۰۰,1394,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۱۱۳٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,دنده‌ای,نقدی
۱۹۸٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۲۱۹٬۰۰۰,1388,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۴۴٬۰۰۰,1396,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,اتوماتیک,نقدی
۱۹٬۰۰۰,1400,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۲٬۷۰۰,1379,یشمی,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,دنده‌ای,نقدی
۲۵۰٬۰۰۰,2007,مشکی,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,اتوماتیک,نقدی
۱۰۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۳۸٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی
۱۵۰٬۰۰۰,1394,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۲۶۰٬۰۰۰,1386,خاکستری,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۴ ماه,دنده‌ای,نقدی
۱۱۵٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,دنده‌ای,نقدی
۲۷۰٬۰۰۰,1391,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,نقدی
۱٬۱۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۱۸۰٬۰۰۰,1384,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۴۰۰٬۰۰۰,1385,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۲۰۰٬۰۰۰,1993,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۸۶٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۶۴٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,اتوماتیک,نقدی
۱۷۰٬۰۰۰,1393,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,نقدی,۱۸۲٬۰۰۰٬۰۰۰ تومان
۲۰۰٬۰۰۰,2010,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,اتوماتیک,نقدی
۹۵٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی
۱۹٬۰۰۰,1399,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۲۷۲٬۰۰۰,2007,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,اتوماتیک,نقدی
۲۴۰٬۰۰۰,1380,آبی,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,دنده‌ای,نقدی
۱۵۰٬۰۰۰,1390,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۴۰۰٬۰۰۰,1383,مشکی,سالم,دوررنگ,۱۱ ماه,دنده‌ای,نقدی,۵۲٬۰۰۰٬۰۰۰ تومان
۲۶۴٬۰۰۰,1389,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,نقدی
۲۲۷٬۰۰۰,1389,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,اتوماتیک,نقدی
۵۰۰٬۰۰۰,1400,سفید,سالم,ضربه‌خورده,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای
۳۰٬۰۰۰,1383,سرمه‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۲۰۰٬۰۰۰,2005,دلفینی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۳۶۰٬۰۰۰,1389,زرد,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,دنده‌ای,نقدی
۸۰٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,دنده‌ای,نقدی
۱۲۸٬۰۰۰,1394,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,نقدی
۲۹٬۵۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۵۸٬۰۰۰,1397,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۲۸۵٬۰۰۰,1382,نوک‌مدادی,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,دنده‌ای,نقدی
۱۲٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی
۳۳٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,دنده‌ای,نقدی
۲۰۰٬۰۰۰,1997,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,دنده‌ای,نقدی
۸۹٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,دنده‌ای,نقدی
۵۶٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,اتوماتیک,نقدی
۱۶۵٬۰۰۰,1393,بادمجانی,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۲۱۵٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۷ ماه,دنده‌ای,نقدی
۱۳۰٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۹۰٬۰۰۰,2015,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۵۲٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,دنده‌ای,نقدی
۲۸٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۳۳۰٬۰۰۰,1385,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۱۳٬۰۰۰,1400,نقره‌ای,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,دنده‌ای,نقدی
۵۴٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۹٬۰۰۰,2017,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۲۹۷٬۰۰۰,1384,اطلسی,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای
۱۰۵٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی
۱۳۰٬۰۰۰,1392,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۱۵٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۵۲٬۵۰۰,1399,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی
۳۰۹٬۰۰۰,1386,خاکستری,سالم,سالم و پلمپ,دوررنگ,۶ ماه,دنده‌ای,نقدی
۱۱٬۴۰۰,1393,نقرآبی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۴۰٬۰۰۰,1399,سفید,سالم,صافکاری بی‌رنگ,۴ ماه,دنده‌ای,نقدی,۱۷۲٬۰۰۰٬۰۰۰ تومان
۱۰۷٬۰۰۰,2017,سرمه‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,اتوماتیک,نقدی
۳۲٬۰۰۰,1400,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱٬۴۰۰,1398,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,نقدی
۶۵٬۶۰۰,1392,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,دنده‌ای,نقدی
۲۲۸٬۰۰۰,1392,نقره‌ای,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,دنده‌ای,نقدی
۷۲٬۰۰۰,1398,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۱۳٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,دنده‌ای,نقدی
۱۶۵٬۰۰۰,2013,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۰,1400,آبی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۳۲۰٬۰۰۰,2003,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۱۴٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۵ ماه,دنده‌ای,نقدی
۹۱٬۰۰۰,1394,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,دنده‌ای,نقدی
۱۰۲٬۰۰۰,1395,آبی,سالم,سالم و پلمپ,رنگ‌شدگی,اتوماتیک,نقدی,۴۱۵٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی و قسطی
۲۹۰٬۰۰۰,1391,آبی,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,دنده‌ای,نقدی
۹۷٬۰۰۰,1397,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۱۳۳٬۰۰۰,2012,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۷۰٬۰۰۰,2016,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی
۸۰٬۰۰۰,1396,خاکستری,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,دنده‌ای,نقدی
۶۲٬۰۰۰,1395,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,دنده‌ای,نقدی
۱۸۸٬۰۰۰,2008,قرمز,سالم,سالم و پلمپ,دوررنگ,۱۱ ماه,اتوماتیک,نقدی
۱۰٬۰۰۰,1397,مسی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,اتوماتیک,نقدی
۲۸۰٬۰۰۰,1382,سبز,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای
۱۳۷٬۰۰۰,1396,سفید,سالم,سالم و پلمپ,ضربه‌خورده,رنگ‌شدگی، در ۱ ناحیه,۹ ماه,دنده‌ای
۱۸٬۰۰۰,2018,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,اتوماتیک,نقدی
۱۱۰٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,دنده‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی و قسطی
۲۵۰٬۰۰۰,2006,نقره‌ای,سالم,سالم و پلمپ,دوررنگ,۴ ماه,دنده‌ای,نقدی
۰,1401,سفید صدفی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,اتوماتیک,نقدی
۳۴۰٬۰۰۰,1388,سفید,سالم,سالم و پلمپ,دوررنگ,۲ ماه,دنده‌ای,نقدی
۱٬۰۰۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۴۹٬۰۰۰,1397,خاکستری,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۱۱ ماه,اتوماتیک,نقدی
۱۲۵٬۰۰۰,1395,آبی,سالم,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای
۱۴۴٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۲۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۶۸,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,دنده‌ای,نقدی
۳۳۰٬۰۰۰,1385,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,دنده‌ای,نقدی
۳۵٬۰۰۰,2017,مشکی,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,اتوماتیک,نقدی
۰,1401,خاکستری,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۶۲٬۰۰۰,1395,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۵۵٬۵۰۰,1398,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۱ ماه,دنده‌ای,نقدی
۶۸٬۰۰۰,1396,نوک‌مدادی,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,دنده‌ای,نقدی
۱۰۰٬۰۰۰,2015,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,اتوماتیک,نقدی
۱۶۰٬۰۰۰,1393,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,دنده‌ای,نقدی
۰,1401,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,اتوماتیک,نقدی
۱۲۷٬۰۰۰,1386,نقره‌ای,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۱۷۳٬۰۰۰,1389,مشکی,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,نقدی
۲۴۰٬۰۰۰,1387,بژ,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,دنده‌ای,نقدی
۶٬۰۰۰,1399,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,دنده‌ای,نقدی
۱۳۶٬۰۰۰,1389,سفید,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,دنده‌ای,"نقدی, قابل معاوضه"
۹۷٬۰۰۰,1390,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,دنده‌ای,نقدی
۲۴۰٬۰۰۰,1383,نقره‌ای,سالم,سالم و پلمپ,تمام‌رنگ,۴ ماه,اتوماتیک,"نقدی و قسطی, قابل معاوضه"
۲۴٬۰۰۰,1400,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,دنده‌ای,نقدی
۱۹۰٬۰۰۰,1381,یشمی,سالم,سالم و پلمپ,خط و خش جزیی,دنده‌ای,نقدی,۵۰٬۰۰۰٬۰۰۰ تومان
۲۴۳٬۰۰۰,1390,سفید,سالم,خط و خش جزیی,۴ ماه,دنده‌ای,نقدی,۱۵۸٬۰۰۰٬۰۰۰ تومان
۲۵۰٬۰۰۰,1381,ذغالی,سالم,رنگ‌شده,سالم و پلمپ,تصادفی,دنده‌ای,نقدی
۳۰۰٬۰۰۰,1388,نقره‌ای,سالم,سالم و پلمپ,ضربه‌خورده,خط و خش جزیی,۵ ماه,دنده‌ای
۷۵٬۰۰۰,1388,سفید,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۰ ماه,اتوماتیک,نقدی
۱۹۰٬۰۰۰,2007,خاکستری,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,اتوماتیک,نقدی
۸۸٬۰۰۰,2015,سفید,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,اتوماتیک,نقدی
